label,x,y,confidence
nose,1136.3662,355.50824,0.9810308
left_eye,1142.0287,336.3485,0.9889079
right_eye,0.0,0.0,0.28192937
left_ear,1188.4396,319.58398,0.98906493
right_ear,0.0,0.0,0.005157516
left_shoulder,1270.5269,370.02924,0.99711263
right_shoulder,1219.5449,389.18857,0.9876171
left_elbow,1237.627,485.70255,0.99784875
right_elbow,1171.3142,484.69135,0.9763569
left_wrist,1121.9415,528.02246,0.99819416
right_wrist,1082.3655,519.8136,0.99052995
left_hip,1401.414,533.5347,0.99801373
right_hip,1353.194,539.7069,0.995854
left_knee,1268.6471,625.89655,0.99711275
right_knee,1221.3162,634.4592,0.9915065
left_ankle,1372.4994,760.5011,0.9768463
right_ankle,1214.117,798.6311,0.9549575
torso_angle,41.602688,,
arm_angle,46.40201,,
