label,x,y,confidence
nose,954.52075,378.5645,0.61796767
left_eye,0.0,0.0,0.056200758
right_eye,955.28265,363.89087,0.7398096
left_ear,0.0,0.0,0.04884114
right_ear,939.33105,348.45648,0.9594459
left_shoulder,860.9387,379.39288,0.91644573
right_shoulder,872.2599,396.51324,0.998151
left_elbow,0.0,0.0,0.2635115
right_elbow,895.3504,506.78265,0.9944401
left_wrist,0.0,0.0,0.17872275
right_wrist,986.0785,541.3196,0.9747218
left_hip,755.3718,557.5384,0.9610101
right_hip,754.92786,583.2351,0.9947635
left_knee,863.7841,616.9281,0.9677352
right_knee,833.4839,726.1056,0.99710554
left_ankle,790.3259,750.4104,0.9553395
right_ankle,811.703,884.1371,0.9890486
torso_angle,32.144375,,
arm_angle,38.167545,,
