label,x,y,confidence
nose,1045.783,320.76813,0.74577445
left_eye,0.0,0.0,0.059409972
right_eye,1044.1664,301.66006,0.7577184
left_ear,0.0,0.0,0.03197526
right_ear,1014.28253,291.3024,0.9461798
left_shoulder,935.68555,361.40598,0.9893546
right_shoulder,980.5394,364.8209,0.9964897
left_elbow,997.79565,522.322,0.9672577
right_elbow,1093.542,497.3988,0.99746585
left_wrist,1106.668,574.728,0.96610117
right_wrist,1237.9127,564.28046,0.9960135
left_hip,880.2966,611.5585,0.9888433
right_hip,894.13513,629.12915,0.99220675
left_knee,1089.7904,718.7306,0.9480051
right_knee,1062.2517,781.7507,0.9757884
left_ankle,992.52844,893.16486,0.70832515
right_ankle,952.873,982.556,0.7720454
torso_angle,18.102964,,
arm_angle,52.22497,,
