label,x,y,confidence
nose,835.8386,202.50293,0.9826103
left_eye,843.2311,181.47464,0.8050203
right_eye,808.16956,178.06284,0.9738632
left_ear,0.0,0.0,0.24190553
right_ear,741.6854,201.24088,0.95347434
left_shoulder,872.68005,356.0516,0.99403965
right_shoulder,668.0547,343.2505,0.99522996
left_elbow,962.98376,500.99698,0.97647434
right_elbow,688.61066,526.6195,0.99147683
left_wrist,1083.7703,562.7942,0.98002964
right_wrist,809.3571,623.94604,0.9937789
left_hip,855.6513,679.6819,0.9782266
right_hip,719.2135,669.28235,0.97972053
left_knee,969.7132,921.31067,0.79137033
right_knee,904.90454,817.3634,0.8367667
left_ankle,0.0,0.0,0.22301762
right_ankle,0.0,0.0,0.26760504
torso_angle,8.917775,,
arm_angle,26.720732,,
