label,x,y,confidence
nose,524.04156,294.57242,0.98854876
left_eye,528.2981,287.7443,0.99594456
right_eye,0.0,0.0,0.3604138
left_ear,546.87134,286.0305,0.9973277
right_ear,0.0,0.0,0.005150228
left_shoulder,568.3875,307.92545,0.998723
right_shoulder,569.55774,315.6883,0.99278766
left_elbow,545.94763,351.51508,0.99751616
right_elbow,564.9933,366.17456,0.92171776
left_wrist,521.9241,388.66122,0.9965559
right_wrist,544.30334,396.81757,0.9494158
left_hip,622.9437,386.7428,0.99817467
right_hip,621.97943,392.90652,0.9957806
left_knee,571.427,429.27368,0.9984831
right_knee,570.78156,447.6604,0.9954716
left_ankle,615.85223,476.10107,0.99290705
right_ankle,587.854,519.38556,0.9850713
torso_angle,34.17169,,
arm_angle,17.290617,,
