label,x,y,confidence
nose,735.35724,394.48206,0.96008104
left_eye,0.0,0.0,0.4252245
right_eye,733.01416,381.72607,0.9772397
left_ear,0.0,0.0,0.033177122
right_ear,705.49316,370.8187,0.98189193
left_shoulder,683.988,414.82007,0.9855606
right_shoulder,656.6023,410.87595,0.9973471
left_elbow,678.6061,482.03787,0.927111
right_elbow,667.9247,497.97556,0.994848
left_wrist,719.6662,512.25903,0.94788724
right_wrist,733.77155,536.1454,0.9944911
left_hip,620.3477,534.71686,0.9950594
right_hip,593.94086,546.09076,0.9975712
left_knee,703.968,570.02985,0.99610376
right_knee,658.1502,642.75183,0.9983791
left_ankle,676.3185,681.87134,0.99130976
right_ankle,625.8612,771.359,0.99364316
torso_angle,24.864014,,
arm_angle,31.63415,,
