label,x,y,confidence
nose,819.76746,362.8558,0.8657455
left_eye,0.0,0.0,0.12803194
right_eye,817.52075,352.1272,0.9230653
left_ear,0.0,0.0,0.026780508
right_ear,791.6865,343.4478,0.97417736
left_shoulder,738.26184,362.92804,0.9650532
right_shoulder,740.00995,382.2614,0.9978479
left_elbow,772.1571,461.40125,0.71214014
right_elbow,793.1698,477.00677,0.9963561
left_wrist,838.42035,512.51587,0.75570905
right_wrist,870.0551,546.31116,0.99363303
left_hip,659.97473,496.13202,0.98380834
right_hip,649.0377,520.224,0.99604106
left_knee,778.34875,553.0331,0.99127835
right_knee,702.1865,648.6442,0.9984176
left_ankle,714.09894,670.0421,0.9859244
right_ankle,640.69,786.3761,0.9940562
torso_angle,33.400757,,
arm_angle,38.40449,,
