label,x,y,confidence
nose,1147.7976,434.3715,0.9088802
left_eye,1155.1819,423.12442,0.94301796
right_eye,0.0,0.0,0.16171815
left_ear,1188.0187,426.97876,0.97934604
right_ear,0.0,0.0,0.016653916
left_shoulder,1222.5353,484.05276,0.9957867
right_shoulder,1199.2073,485.9501,0.9810616
left_elbow,1171.053,555.8502,0.9942362
right_elbow,1146.3136,550.4065,0.93608135
left_wrist,1091.877,588.7487,0.9908313
right_wrist,1082.0142,578.9618,0.94436836
left_hip,1258.6741,631.18365,0.9950563
right_hip,1242.3711,625.4679,0.9886707
left_knee,1150.3431,709.7117,0.9876237
right_knee,1156.3137,693.7,0.9612862
left_ankle,1165.8779,843.2344,0.93380773
right_ankle,1212.04,794.1096,0.8722641
torso_angle,17.190948,,
arm_angle,51.562313,,
