label,x,y,confidence
nose,911.2201,362.69086,0.8538791
left_eye,0.0,0.0,0.12064801
right_eye,906.56195,349.77942,0.9107832
left_ear,0.0,0.0,0.04277284
right_ear,875.681,356.07135,0.9791951
left_shoulder,793.46356,398.5632,0.9646975
right_shoulder,834.7286,425.3508,0.9983012
left_elbow,797.9,502.54608,0.7812981
right_elbow,841.4125,540.2954,0.9980659
left_wrist,856.2344,513.62225,0.8456757
right_wrist,928.00085,539.20984,0.99663395
left_hip,704.8386,567.9749,0.982173
right_hip,734.8891,585.4063,0.9955792
left_knee,782.4719,640.9511,0.9617121
right_knee,828.66785,665.2729,0.99239445
left_ankle,721.24615,725.23944,0.8464955
right_ankle,824.3198,810.94977,0.94040865
torso_angle,31.9551,,
arm_angle,39.324013,,
