label,x,y,confidence
nose,893.57886,336.40802,0.81606233
left_eye,894.55115,331.23926,0.864912
right_eye,0.0,0.0,0.17521727
left_ear,902.52234,327.79663,0.9572421
right_ear,0.0,0.0,0.06637635
left_shoulder,913.2313,338.32922,0.9980755
right_shoulder,926.12,346.24237,0.9761361
left_elbow,901.952,369.96478,0.99419844
right_elbow,911.62476,381.29315,0.63832235
left_wrist,878.06213,390.55865,0.98482406
right_wrist,881.178,392.8115,0.6653496
left_hip,944.6953,392.99207,0.99737513
right_hip,958.1782,399.47162,0.9901742
left_knee,897.9282,409.02512,0.99853957
right_knee,939.51074,445.24905,0.9923585
left_ankle,917.6197,451.5611,0.997224
right_ankle,938.68085,496.6187,0.9893867
torso_angle,31.059174,,
arm_angle,43.98136,,
