label,x,y,confidence
nose,1133.8622,196.54495,0.5906129
left_eye,0.0,0.0,0.020723786
right_eye,1134.9459,178.86365,0.6807002
left_ear,0.0,0.0,0.024687061
right_ear,1110.1388,168.4135,0.97039247
left_shoulder,1010.95184,233.48239,0.9752366
right_shoulder,1058.1976,233.34576,0.99906045
left_elbow,1043.2446,393.4629,0.7275644
right_elbow,1158.3586,380.66144,0.99873024
left_wrist,1143.7748,432.47345,0.69177645
right_wrist,1304.9624,440.09976,0.9967529
left_hip,978.56885,494.9632,0.98597705
right_hip,994.7992,524.4551,0.99731183
left_knee,1141.7372,554.7951,0.9909548
right_knee,1084.0009,707.8394,0.9989135
left_ankle,1043.5134,741.46967,0.97580373
right_ankle,1075.0068,923.22876,0.9914442
torso_angle,12.286151,,
arm_angle,50.041744,,
