label,x,y,confidence
nose,846.6554,327.43677,0.841798
left_eye,0.0,0.0,0.17398389
right_eye,843.81903,317.36218,0.90994763
left_ear,0.0,0.0,0.043931007
right_ear,822.8845,312.83093,0.9585966
left_shoulder,793.14844,347.40137,0.8861515
right_shoulder,797.2479,354.52972,0.9977539
left_elbow,0.0,0.0,0.25007018
right_elbow,841.5075,415.6713,0.9952532
left_wrist,0.0,0.0,0.2569469
right_wrist,912.8923,458.05054,0.9884899
left_hip,785.67975,480.5028,0.9618442
right_hip,782.8873,497.2917,0.9957224
left_knee,868.47766,506.3291,0.9658759
right_knee,838.8049,577.7213,0.9973488
left_ankle,838.1848,608.5596,0.95926255
right_ankle,770.1411,670.94434,0.9921043
torso_angle,5.744125,,
arm_angle,48.166195,,
