label,x,y,confidence
nose,721.60034,472.30014,0.8972996
left_eye,728.9726,464.61316,0.93819773
right_eye,0.0,0.0,0.29878023
left_ear,750.6161,472.36237,0.9750469
right_ear,0.0,0.0,0.04918158
left_shoulder,777.8571,522.69385,0.98727846
right_shoulder,740.07544,519.4018,0.98442924
left_elbow,757.9719,593.14886,0.9114576
right_elbow,718.023,587.3236,0.851869
left_wrist,697.2046,618.19324,0.810489
right_wrist,660.1887,613.9388,0.7063674
left_hip,757.59186,651.322,0.9911577
right_hip,729.99005,636.3894,0.99053836
left_knee,703.9392,733.7144,0.99006236
right_knee,656.3438,674.1334,0.9866715
left_ankle,706.6281,836.35876,0.97654676
right_ankle,709.91394,760.2689,0.9763055
torso_angle,4.927241,,
arm_angle,40.198853,,
