label,x,y,confidence
nose,862.1186,503.62817,0.98336965
left_eye,866.8074,496.79544,0.9924942
right_eye,860.18115,498.63385,0.63515174
left_ear,884.8266,494.78204,0.98930466
right_ear,0.0,0.0,0.020150375
left_shoulder,910.96857,520.8325,0.9931671
right_shoulder,876.48193,521.8695,0.9936172
left_elbow,904.0036,562.80835,0.9569913
right_elbow,850.7639,560.5229,0.9346361
left_wrist,873.49365,592.64575,0.93758565
right_wrist,816.296,586.7551,0.9155643
left_hip,941.5825,601.7186,0.9948678
right_hip,914.6566,595.2869,0.9951853
left_knee,899.5322,655.28564,0.9964019
right_knee,859.3993,622.75793,0.9958508
left_ankle,926.51184,735.6839,0.99177426
right_ankle,879.6161,684.2324,0.9919984
torso_angle,27.472963,,
arm_angle,42.848057,,
