label,x,y,confidence
nose,868.28485,239.74695,0.99006826
left_eye,885.16113,215.20848,0.9948886
right_eye,0.0,0.0,0.45242795
left_ear,962.08984,219.0368,0.99616843
right_ear,0.0,0.0,0.016232353
left_shoulder,1047.3184,330.7437,0.9984035
right_shoulder,959.03357,337.82925,0.9977324
left_elbow,984.3407,480.18146,0.99661833
right_elbow,887.4081,464.6132,0.99004376
left_wrist,854.68414,588.436,0.99494886
right_wrist,796.6163,571.38025,0.98999816
left_hip,1154.0366,624.58984,0.9940355
right_hip,1088.4468,616.50665,0.99306
left_knee,991.8208,835.44727,0.94202656
right_knee,934.86163,795.7619,0.8993177
left_ankle,0.0,0.0,0.3154077
right_ankle,0.0,0.0,0.27994308
torso_angle,24.909393,,
arm_angle,34.815735,,
