label,x,y,confidence
nose,886.64044,397.06635,0.9588023
left_eye,0.0,0.0,0.3603938
right_eye,885.3393,380.86792,0.9838478
left_ear,0.0,0.0,0.026892906
right_ear,854.1688,364.24768,0.99098164
left_shoulder,798.0945,409.71704,0.9604907
right_shoulder,810.9287,403.93497,0.99762744
left_elbow,789.16754,505.83902,0.5313866
right_elbow,816.2155,517.1588,0.99003416
left_wrist,852.55664,547.1658,0.5836172
right_wrist,873.6112,553.4524,0.9840315
left_hip,678.24884,517.3542,0.9804772
right_hip,679.1566,535.0757,0.99501604
left_knee,785.6523,559.2935,0.99444985
right_knee,733.1372,680.1354,0.9990314
left_ankle,706.3981,661.68445,0.9923366
right_ankle,714.11804,843.76794,0.99659425
torso_angle,45.1376,,
arm_angle,22.74499,,
