label,x,y,confidence
nose,856.7576,515.3493,0.96738017
left_eye,863.9485,509.66556,0.9852976
right_eye,0.0,0.0,0.466194
left_ear,882.2073,513.8412,0.9922111
right_ear,0.0,0.0,0.034312926
left_shoulder,906.3269,549.5015,0.9984257
right_shoulder,877.0347,551.6881,0.9976494
left_elbow,891.6788,607.3092,0.9958819
right_elbow,844.5049,589.46466,0.984496
left_wrist,847.84735,633.9442,0.9943663
right_wrist,799.46063,618.93915,0.98370355
left_hip,931.4044,634.78467,0.9962936
right_hip,913.91003,640.14746,0.9954
left_knee,878.9266,655.89136,0.9949327
right_knee,870.18823,693.4105,0.9918685
left_ankle,911.92163,717.4141,0.97767705
right_ankle,877.9523,778.447,0.96859497
torso_angle,22.62938,,
arm_angle,49.077114,,
