label,x,y,confidence
nose,999.45544,354.9994,0.8374181
left_eye,0.0,0.0,0.12946343
right_eye,999.2737,340.9503,0.91688126
left_ear,0.0,0.0,0.043567386
right_ear,974.35974,329.83765,0.9778702
left_shoulder,898.45605,370.8938,0.93275833
right_shoulder,940.3211,375.89313,0.99764806
left_elbow,907.81256,457.31415,0.52433836
right_elbow,958.4647,468.1844,0.99600345
left_wrist,988.08527,508.51556,0.59506464
right_wrist,1037.4768,516.59467,0.9912034
left_hip,829.3643,516.17004,0.968153
right_hip,863.7888,516.4901,0.9937477
left_knee,890.246,619.5801,0.9594424
right_knee,979.6818,589.2105,0.9934881
left_ankle,857.75775,722.5675,0.91817826
right_ankle,887.22565,684.05383,0.9774056
torso_angle,28.561134,,
arm_angle,34.625435,,
