label,x,y,confidence
nose,1191.9086,438.0305,0.9782195
left_eye,1197.2434,433.51416,0.98839635
right_eye,1190.7372,433.202,0.5976548
left_ear,1214.2002,431.57123,0.9822029
right_ear,0.0,0.0,0.023855224
left_shoulder,1233.9043,449.36633,0.997145
right_shoulder,1196.9504,450.28735,0.9933427
left_elbow,1220.415,488.55426,0.99750346
right_elbow,1173.9149,482.6147,0.98119706
left_wrist,1189.576,514.41315,0.997357
right_wrist,1148.2881,507.99243,0.9858832
left_hip,1247.925,512.32825,0.99543864
right_hip,1220.2871,511.675,0.99269694
left_knee,1211.488,539.764,0.9906001
right_knee,1174.4155,544.44806,0.97991997
left_ankle,1243.312,585.9926,0.9533167
right_ankle,1185.4224,598.28735,0.9212254
torso_angle,20.814423,,
arm_angle,40.140736,,
