label,x,y,confidence
nose,950.2346,421.14386,0.9279388
left_eye,0.0,0.0,0.15528439
right_eye,949.3837,405.91672,0.9676375
left_ear,0.0,0.0,0.025476618
right_ear,920.62476,387.28958,0.98480266
left_shoulder,830.0949,406.64713,0.8818006
right_shoulder,860.91113,416.97382,0.9976822
left_elbow,0.0,0.0,0.2237366
right_elbow,905.10846,555.8377,0.99558073
left_wrist,0.0,0.0,0.34131816
right_wrist,1000.77814,633.34564,0.9896471
left_hip,655.4309,560.9064,0.9582842
right_hip,686.041,558.7825,0.99427974
left_knee,749.1739,723.4675,0.97957337
right_knee,854.98206,670.14307,0.99817693
left_ankle,671.6307,865.9147,0.95054835
right_ankle,775.3812,830.3308,0.9911101
torso_angle,50.96012,,
arm_angle,32.879417,,
