label,x,y,confidence
nose,882.5753,402.0757,0.96604717
left_eye,885.15356,396.78616,0.9846261
right_eye,0.0,0.0,0.3851368
left_ear,899.444,392.1764,0.9888154
right_ear,0.0,0.0,0.018579504
left_shoulder,917.62006,404.9525,0.9980781
right_shoulder,909.8092,408.9159,0.9862662
left_elbow,897.2772,444.86902,0.996754
right_elbow,892.27057,445.9682,0.8769998
left_wrist,871.99316,474.4845,0.9948571
right_wrist,873.22,466.60645,0.914584
left_hip,969.7374,461.5926,0.9966815
right_hip,961.5921,462.91052,0.9909842
left_knee,917.8306,502.67627,0.9980123
right_knee,923.4699,508.45926,0.99239796
left_ankle,944.4702,560.14905,0.9941189
right_ankle,949.89905,563.53296,0.98399574
torso_angle,43.80216,,
arm_angle,32.38421,,
