label,x,y,confidence
nose,878.7473,391.49405,0.9038825
left_eye,0.0,0.0,0.2078838
right_eye,878.0753,377.17633,0.9387246
left_ear,0.0,0.0,0.05599589
right_ear,853.6028,359.0973,0.98381907
left_shoulder,790.2283,385.10028,0.98845834
right_shoulder,816.91174,400.22964,0.9981357
left_elbow,789.0207,480.86896,0.8798064
right_elbow,874.04205,499.56372,0.9934592
left_wrist,852.57214,572.63824,0.8629442
right_wrist,923.47504,576.79816,0.9872433
left_hip,675.54065,508.47516,0.9880414
right_hip,681.3936,530.4872,0.99461293
left_knee,775.5791,571.9143,0.99131244
right_knee,735.0442,687.3535,0.99680847
left_ankle,691.1988,698.2256,0.9823104
right_ankle,694.67834,834.5039,0.98672384
torso_angle,46.133923,,
arm_angle,31.11198,,
