label,x,y,confidence
nose,759.4131,396.99933,0.84644425
left_eye,0.0,0.0,0.095513046
right_eye,756.2847,388.16595,0.9056787
left_ear,0.0,0.0,0.021069188
right_ear,739.6303,388.21445,0.9647514
left_shoulder,696.6161,417.3415,0.93061703
right_shoulder,725.7473,427.35104,0.9956291
left_elbow,0.0,0.0,0.4025093
right_elbow,763.27966,488.17776,0.9922057
left_wrist,0.0,0.0,0.49512655
right_wrist,818.65857,527.5172,0.9830671
left_hip,672.85095,531.9958,0.9596224
right_hip,691.56226,539.1532,0.9906528
left_knee,753.1387,587.9159,0.91283745
right_knee,769.0223,593.06665,0.9883052
left_ankle,718.2208,652.9213,0.78219694
right_ankle,717.02673,661.0648,0.94724846
torso_angle,17.001745,,
arm_angle,42.848106,,
