label,x,y,confidence
nose,803.9557,302.51978,0.91307855
left_eye,0.0,0.0,0.25092342
right_eye,799.29785,291.22955,0.9658711
left_ear,0.0,0.0,0.038212076
right_ear,769.41895,292.91702,0.9862065
left_shoulder,738.08215,339.90048,0.93303305
right_shoulder,725.832,351.3792,0.9978187
left_elbow,0.0,0.0,0.3153291
right_elbow,769.168,430.9877,0.9908887
left_wrist,0.0,0.0,0.31751364
right_wrist,846.40027,486.70514,0.9790406
left_hip,697.3756,475.81522,0.9711267
right_hip,681.9156,496.56903,0.995301
left_knee,787.9635,523.6935,0.9855621
right_knee,737.3799,603.69415,0.9982835
left_ankle,735.66,627.75183,0.9848748
right_ankle,736.9507,738.0454,0.9956204
torso_angle,16.82929,,
arm_angle,41.699356,,
