label,x,y,confidence
nose,874.5822,422.72943,0.9130349
left_eye,875.23804,416.14206,0.94496655
right_eye,0.0,0.0,0.31292582
left_ear,887.9353,409.24155,0.96426964
right_ear,0.0,0.0,0.04411188
left_shoulder,915.7649,423.8475,0.9963632
right_shoulder,904.5859,425.79355,0.9874089
left_elbow,891.6797,461.85052,0.99396884
right_elbow,876.36426,458.846,0.9272787
left_wrist,858.9131,493.25684,0.9914545
right_wrist,848.3242,486.16443,0.9444584
left_hip,956.1881,482.91058,0.996128
right_hip,951.03796,482.31323,0.993115
left_knee,902.2864,519.6165,0.99805117
right_knee,914.2861,517.2571,0.995195
left_ankle,903.327,586.63007,0.9953746
right_ankle,941.73206,565.1098,0.99117494
torso_angle,39.415916,,
arm_angle,42.982174,,
