label,x,y,confidence
nose,1141.0215,434.93115,0.9754245
left_eye,1148.5028,416.3812,0.9862366
right_eye,0.0,0.0,0.2291884
left_ear,1201.2612,394.09506,0.9898835
right_ear,0.0,0.0,0.005146594
left_shoulder,1294.0486,442.40735,0.9957202
right_shoulder,1223.5076,445.08972,0.9906453
left_elbow,1226.5342,569.44824,0.9955586
right_elbow,1172.6656,564.2994,0.9773741
left_wrist,1108.2985,664.406,0.9961755
right_wrist,1084.4834,639.9753,0.98746014
left_hip,1401.5986,622.03986,0.9954413
right_hip,1341.8473,599.79553,0.9931045
left_knee,1321.1726,791.9969,0.99776816
right_knee,1186.8381,663.1079,0.99461764
left_ankle,1332.1079,983.3485,0.98553187
right_ankle,1306.2449,805.7964,0.98237765
torso_angle,37.413597,,
arm_angle,35.502655,,
