label,x,y,confidence
nose,814.7239,408.8227,0.98791146
left_eye,818.6902,401.81204,0.99654263
right_eye,0.0,0.0,0.39334404
left_ear,837.3001,397.3941,0.9966628
right_ear,0.0,0.0,0.0041478034
left_shoulder,854.727,418.22083,0.99771774
right_shoulder,856.33606,418.0893,0.9606004
left_elbow,815.64606,463.58643,0.99491704
right_elbow,0.0,0.0,0.4809911
left_wrist,778.17505,496.12,0.990247
right_wrist,835.5022,488.377,0.61639804
left_hip,908.4614,491.61127,0.99744153
right_hip,898.0874,484.97943,0.9887532
left_knee,870.4575,548.24756,0.99923897
right_knee,840.0652,517.4441,0.9950362
left_ankle,894.66406,623.16626,0.99840206
right_ankle,856.2185,574.6167,0.99395967
torso_angle,31.971502,,
arm_angle,16.51025,,
