label,x,y,confidence
nose,712.18567,233.85059,0.9004231
left_eye,726.7468,205.76395,0.9527225
right_eye,0.0,0.0,0.27126294
left_ear,803.4681,187.57013,0.9795028
right_ear,0.0,0.0,0.040572967
left_shoulder,898.31836,278.0876,0.9957099
right_shoulder,842.5099,257.369,0.9133809
left_elbow,791.2311,433.76395,0.9892408
right_elbow,806.0773,435.79474,0.5264975
left_wrist,676.2927,595.9198,0.95847625
right_wrist,0.0,0.0,0.3388969
left_hip,1074.9569,591.855,0.98576593
right_hip,1011.2661,551.3502,0.9447068
left_knee,995.86694,868.1133,0.965684
right_knee,783.4902,671.40436,0.8777899
left_ankle,1000.0465,1013.7295,0.7836541
right_ankle,992.1448,861.7802,0.7042092
torso_angle,29.857435,,
arm_angle,73.01319,,
