label,x,y,confidence
nose,1072.4929,422.47678,0.9508664
left_eye,1082.2947,408.72757,0.98726094
right_eye,0.0,0.0,0.16901283
left_ear,1124.6006,407.4151,0.99586993
right_ear,0.0,0.0,0.010994427
left_shoulder,1155.0522,469.45752,0.9983273
right_shoulder,1134.5544,442.44672,0.9526001
left_elbow,1083.0537,557.3672,0.99353
right_elbow,0.0,0.0,0.38408187
left_wrist,982.6895,618.41394,0.9722377
right_wrist,0.0,0.0,0.3274343
left_hip,1257.0834,667.10065,0.9962985
right_hip,1222.1128,636.45435,0.9790744
left_knee,1200.3086,822.2322,0.99770063
right_knee,1086.222,668.3673,0.9800536
left_ankle,1224.7539,1000.0393,0.9900664
right_ankle,1164.5804,803.0149,0.96906215
torso_angle,24.290308,,
arm_angle,68.69551,,
