label,x,y,confidence
nose,898.85645,346.08417,0.8987682
left_eye,904.3006,340.03043,0.94989145
right_eye,0.0,0.0,0.24125117
left_ear,923.19507,344.1559,0.9814988
right_ear,0.0,0.0,0.023019241
left_shoulder,949.2401,386.16028,0.99872726
right_shoulder,910.5211,379.42804,0.99618345
left_elbow,926.7909,432.276,0.99791926
right_elbow,879.1002,416.4378,0.9785201
left_wrist,880.4546,452.31335,0.99593097
right_wrist,839.7398,439.92233,0.9742053
left_hip,957.4649,483.8532,0.9988329
right_hip,925.8715,474.44757,0.99801093
left_knee,912.7252,544.8489,0.9987631
right_knee,872.59045,511.28918,0.9969273
left_ankle,955.00854,619.2278,0.99434257
right_ankle,892.90924,590.5364,0.98937804
torso_angle,9.176845,,
arm_angle,49.48065,,
