label,x,y,confidence
nose,1094.9407,322.37296,0.9828204
left_eye,1104.2743,300.7499,0.98939544
right_eye,0.0,0.0,0.23518686
left_ear,1162.7152,287.11234,0.9918263
right_ear,0.0,0.0,0.004594982
left_shoulder,1220.1696,354.88904,0.9969524
right_shoulder,1198.9209,360.89438,0.9947831
left_elbow,1151.9125,490.86945,0.9957182
right_elbow,1113.2787,482.6933,0.98517436
left_wrist,1033.9019,584.1959,0.9960854
right_wrist,999.5869,552.03467,0.9928918
left_hip,1382.8018,531.0968,0.99819946
right_hip,1354.7297,539.28235,0.9977495
left_knee,1202.6943,628.76416,0.99850696
right_knee,1187.5393,679.5814,0.9972916
left_ankle,1312.9075,786.8341,0.98964405
right_ankle,1203.0887,882.3517,0.9841383
torso_angle,41.134834,,
arm_angle,46.20211,,
