label,x,y,confidence
nose,1163.5848,243.61656,0.9359337
left_eye,0.0,0.0,0.10643064
right_eye,1166.4915,221.72577,0.9509167
left_ear,0.0,0.0,0.016497603
right_ear,1127.2605,188.91235,0.98130465
left_shoulder,1013.3921,242.05457,0.98239076
right_shoulder,1066.9619,231.15596,0.99524504
left_elbow,1036.6578,390.83487,0.9540953
right_elbow,1144.4875,371.75873,0.99709654
left_wrist,1131.9124,460.7555,0.9875328
right_wrist,1264.4846,469.73566,0.9983631
left_hip,872.5794,481.6955,0.99145377
right_hip,917.73395,479.617,0.9938963
left_knee,953.00995,650.67163,0.99321014
right_knee,1097.3522,638.71857,0.9960104
left_ankle,858.28406,804.98364,0.95591223
right_ankle,1054.4373,861.3162,0.96212035
torso_angle,30.98941,,
arm_angle,39.62172,,
