label,x,y,confidence
nose,903.8447,387.47177,0.90014935
left_eye,0.0,0.0,0.1353853
right_eye,901.62573,373.18533,0.93132377
left_ear,0.0,0.0,0.036714576
right_ear,875.8817,364.8512,0.976972
left_shoulder,794.17456,407.9934,0.9694558
right_shoulder,832.76965,406.16614,0.9978471
left_elbow,836.2903,535.5803,0.7839774
right_elbow,866.1293,530.2702,0.99691784
left_wrist,929.552,596.8368,0.881354
right_wrist,959.1526,600.15356,0.99564976
left_hip,664.31647,577.75934,0.9892888
right_hip,698.6387,564.1158,0.9966667
left_knee,738.82007,746.16943,0.9952537
right_knee,856.6583,632.1942,0.9988243
left_ankle,721.1431,881.39355,0.98416924
right_ankle,779.6497,785.51587,0.99483216
torso_angle,40.337948,,
arm_angle,33.084267,,
