label,x,y,confidence
nose,933.60864,274.17108,0.9914437
left_eye,943.9517,258.93555,0.9939101
right_eye,0.0,0.0,0.46753186
left_ear,989.8777,251.51614,0.9904829
right_ear,0.0,0.0,0.005784213
left_shoulder,1050.5103,299.97958,0.9970939
right_shoulder,979.90076,326.13574,0.9938552
left_elbow,1014.92413,386.88354,0.99745816
right_elbow,934.23724,411.73105,0.99130416
left_wrist,931.9367,462.0689,0.9985279
right_wrist,861.8705,466.54504,0.9966515
left_hip,1109.3647,496.9875,0.99908113
right_hip,1050.9252,506.52118,0.99865603
left_knee,1000.3508,602.3541,0.9986191
right_knee,947.89874,623.36743,0.9973207
left_ankle,1104.4888,736.5967,0.9867802
right_ankle,961.27075,794.7234,0.98016524
torso_angle,21.491394,,
arm_angle,40.050938,,
