label,x,y,confidence
nose,756.0189,328.41833,0.92890865
left_eye,0.0,0.0,0.28528768
right_eye,752.1706,316.3499,0.9586159
left_ear,0.0,0.0,0.04072419
right_ear,728.0134,313.57343,0.9770756
left_shoulder,702.84125,363.682,0.9680748
right_shoulder,692.6216,364.02875,0.99852955
left_elbow,738.75195,441.59326,0.71965945
right_elbow,735.3328,447.48166,0.99753064
left_wrist,805.927,464.7564,0.77141315
right_wrist,820.0871,470.4092,0.9957638
left_hip,666.9544,497.58847,0.98817515
right_hip,651.94446,510.16492,0.99752694
left_knee,768.67474,541.09314,0.9875136
right_knee,743.5737,596.83276,0.9981433
left_ankle,751.923,647.37317,0.9733007
right_ankle,681.15076,723.7947,0.99167824
torso_angle,15.554605,,
arm_angle,50.152225,,
