label,x,y,confidence
nose,916.90784,420.6362,0.9807169
left_eye,922.27277,414.105,0.9911472
right_eye,915.879,415.58374,0.6443879
left_ear,941.92255,414.62897,0.9886594
right_ear,0.0,0.0,0.03946041
left_shoulder,967.72614,446.7062,0.9984567
right_shoulder,931.7384,444.24585,0.9961086
left_elbow,955.31384,490.54468,0.997357
right_elbow,899.6085,479.53088,0.9782445
left_wrist,918.3263,518.0709,0.9971739
right_wrist,868.51624,506.0733,0.9840597
left_hip,979.32,535.2184,0.99776065
right_hip,952.8349,525.80774,0.9961479
left_knee,942.46747,589.1312,0.99851555
right_knee,895.7422,554.7648,0.9964658
left_ankle,945.7952,670.07153,0.99438816
right_ankle,923.4047,611.35284,0.9901876
torso_angle,14.502086,,
arm_angle,45.639008,,
