label,x,y,confidence
nose,1060.4509,375.3617,0.9450241
left_eye,1067.0654,367.32648,0.96596444
right_eye,0.0,0.0,0.29121426
left_ear,1088.0332,373.04724,0.97455764
right_ear,0.0,0.0,0.020750994
left_shoulder,1103.0155,421.09634,0.9944846
right_shoulder,1092.4514,414.688,0.9568218
left_elbow,1083.7191,480.56494,0.99036485
right_elbow,1049.9177,467.05865,0.8077104
left_wrist,1018.8675,480.07132,0.99062765
right_wrist,998.6008,477.47067,0.89475423
left_hip,1095.762,524.6222,0.99635386
right_hip,1087.1936,525.0995,0.9884693
left_knee,1014.9757,544.58105,0.9982331
right_knee,1016.1682,585.9744,0.9926288
left_ankle,1052.3359,616.79517,0.9954218
right_ankle,1021.8086,680.1136,0.986027
torso_angle,2.726347,,
arm_angle,56.21889,,
