label,x,y,confidence
nose,1264.2732,334.6502,0.94560397
left_eye,1274.7294,316.48895,0.97518617
right_eye,0.0,0.0,0.1437676
left_ear,1329.2649,314.2228,0.98821497
right_ear,0.0,0.0,0.007513916
left_shoulder,1390.2241,402.66412,0.9967554
right_shoulder,1370.2661,390.03162,0.98331845
left_elbow,1372.4268,564.1504,0.99425405
right_elbow,1298.3523,515.39856,0.896859
left_wrist,1255.5137,646.64655,0.9906413
right_wrist,1184.1719,568.87524,0.91547835
left_hip,1469.4315,625.0243,0.9961957
right_hip,1454.1141,615.46826,0.99105483
left_knee,1300.1631,731.61743,0.9961326
right_knee,1295.3285,736.1886,0.985246
left_ankle,1413.731,884.0825,0.9725864
right_ankle,1360.7322,912.81665,0.9326846
torso_angle,20.40199,,
arm_angle,46.138203,,
