label,x,y,confidence
nose,887.1542,308.888,0.8625785
left_eye,0.0,0.0,0.09165673
right_eye,884.34155,294.67072,0.93813455
left_ear,0.0,0.0,0.014500696
right_ear,849.9373,280.5537,0.97857946
left_shoulder,783.4852,312.7171,0.90653497
right_shoulder,785.9905,323.0837,0.9981
left_elbow,0.0,0.0,0.3050448
right_elbow,855.40845,444.55127,0.9970047
left_wrist,0.0,0.0,0.3585848
right_wrist,953.367,515.20807,0.99319696
left_hip,698.7938,499.10147,0.9586758
right_hip,692.9104,524.2063,0.994703
left_knee,827.84344,572.7787,0.98260176
right_knee,778.05554,674.91986,0.9986902
left_ankle,741.08655,695.1996,0.9767346
right_ankle,713.0482,861.8128,0.994762
torso_angle,24.83482,,
arm_angle,41.062004,,
