label,x,y,confidence
nose,840.85486,442.97797,0.8991283
left_eye,845.693,436.1682,0.9008717
right_eye,0.0,0.0,0.2669464
left_ear,866.8489,435.18146,0.9395114
right_ear,0.0,0.0,0.03760943
left_shoulder,907.35657,465.00275,0.99369556
right_shoulder,864.7707,463.5812,0.9885718
left_elbow,891.506,521.6226,0.99133766
right_elbow,831.6344,511.25983,0.9773616
left_wrist,853.48206,549.3387,0.9903349
right_wrist,795.38513,548.4623,0.98022914
left_hip,926.72046,570.73694,0.99747413
right_hip,896.3432,561.7937,0.9963922
left_knee,902.01,651.3984,0.9970618
right_knee,837.4722,609.9963,0.9946267
left_ankle,890.69727,746.2527,0.9887678
right_ankle,886.19556,665.46655,0.98532295
torso_angle,17.821095,,
arm_angle,39.264084,,
