label,x,y,confidence
nose,797.9131,348.0207,0.96490467
left_eye,0.0,0.0,0.4273447
right_eye,797.03284,331.14484,0.98321044
left_ear,0.0,0.0,0.034572396
right_ear,770.0715,310.99945,0.9827937
left_shoulder,719.7666,361.58588,0.9421153
right_shoulder,735.3922,346.66498,0.9976756
left_elbow,755.9779,450.35806,0.508473
right_elbow,766.575,448.96307,0.994273
left_wrist,817.6357,511.8502,0.63075435
right_wrist,817.1655,526.76685,0.99016625
left_hip,612.00635,485.422,0.98841816
right_hip,616.60596,479.78302,0.9976572
left_knee,719.8789,584.54877,0.99563223
right_knee,715.04517,583.53674,0.9993038
left_ankle,692.3886,710.92175,0.9920487
right_ankle,622.7137,666.844,0.997692
torso_angle,41.74374,,
arm_angle,24.419909,,
