label,x,y,confidence
nose,829.7649,297.1794,0.9103534
left_eye,0.0,0.0,0.16357608
right_eye,827.4058,279.94806,0.87990445
left_ear,0.0,0.0,0.06846665
right_ear,796.4269,273.44525,0.93341666
left_shoulder,679.7569,338.4201,0.990892
right_shoulder,778.87415,352.6267,0.9963617
left_elbow,717.5646,485.31152,0.9706743
right_elbow,861.2721,506.6814,0.9970379
left_wrist,828.48975,549.7939,0.9825544
right_wrist,970.68915,596.82465,0.997332
left_hip,618.82886,582.3504,0.9937714
right_hip,684.2217,590.89526,0.99515307
left_knee,773.0719,713.5069,0.9884758
right_knee,859.8015,699.84296,0.99371237
left_ankle,702.01965,860.8094,0.9061918
right_ankle,723.5551,846.96735,0.933043
torso_angle,21.665508,,
arm_angle,38.14927,,
